,AveragePrice,Total Volume,P_4046,P_4225,P_4770,Total Bags,Small Bags,Large Bags,XLarge Bags,Type,Region
0,-0.07185645584098399,0.008097177610107933,-0.3304048782950135,0.2700773504322251,-0.00530330563936143,-0.31269837452462085,-0.1616760837437489,-0.5155544598856906,0.0,0,0
1,-0.035486826115212304,-0.03392513108895836,-0.4520159877511126,0.22894933168584122,-0.0031996750474681352,-0.2819097820241462,-0.13668317458065546,-0.503642545776417,0.0,0,0
2,-1.0584834717843326,0.1626643623510585,-0.4041232824781565,0.4054306848131502,0.004220880206365438,-0.3356837778459974,-0.18079677988797835,-0.48880352673937966,0.0,0,0
3,-0.6181272626965945,0.06191357805008319,-0.30699189366884516,0.3259136075071943,-0.0009756627259274534,-0.4583679440067203,-0.2830963525933214,-0.42377604057753304,0.0,0,0
4,-0.16688037576749315,-0.05358062742310733,-0.35661293511748393,0.2251477329800223,-0.0005569792172522768,-0.4352285858236734,-0.26712692861841864,-0.3355183204884387,0.0,0,0
5,-0.20663231584464864,-0.02856509004646986,-0.2951453714146944,0.24439852545315027,-0.006455447044004079,-0.406650434834785,-0.24004568820996178,-0.43547384280351026,0.0,0,0
6,-0.8692193845109459,0.07596229023147719,-0.2579014808127014,0.33048023862641024,0.0013712877856676825,-0.32826081778692534,-0.17537901533685268,-0.4460719409589629,0.0,0,0
7,-0.899441638866772,0.14376593480177202,-0.43936772426199233,0.392450518614914,-4.004196509123629e-05,-0.3988132888200244,-0.2534384372955198,-0.14236140685380222,0.0,0,0
8,-0.7814822159631105,0.12102053802864382,-0.33422304153520066,0.36335650185003443,0.0005636875773665587,-0.22072716330473663,-0.09130797099119477,-0.2624049577468686,0.0,0,0
9,-0.644303859008417,0.04626769900114714,-0.3875733229160615,0.3050110105194908,0.0030379968383443105,-0.3155582768405729,-0.18011521509371406,-0.14176865810651623,0.0,0,0
10,-0.5172907206563064,0.08016481608124336,-0.3615189751968593,0.33551523858683446,0.003333806932222781,-0.33308282701775793,-0.1866916415587306,-0.23528864952298928,0.0,0,0
11,-0.16688037576749315,0.00913261278947863,-0.2218542371334343,0.26329251961374284,0.002439300296822507,-0.2603638664189789,-0.1235391232167637,-0.2812537930030498,0.0,0,0
12,-0.10914434932843557,-0.0055668098320438685,-0.1366820784624331,0.25206489594837944,0.002107403795203014,-0.3103058442202462,-0.16911283967529772,-0.21005777303628356,0.0,0,0
13,-0.8692193845109459,0.13778887320574046,-0.2906484929297349,0.3879601438783981,0.005557391780954498,-0.4443050491013235,-0.27205562764055174,-0.40371965024612455,0.0,0,0
14,-0.07185645584098399,0.02974377175396514,-0.33267628075133804,0.2874110257548048,0.005340126009127195,-0.2906506223492969,-0.16545560683556626,-0.09217513208221471,0.0,0,0
15,-0.16688037576749315,0.05235509963480875,-0.3440528068709565,0.30787724562530044,0.00488982323154796,-0.2899319356167756,-0.15966832666064937,-0.12650004050674654,0.0,0,0
16,-0.5419375930532556,0.11942349356433704,-0.3754954743069997,0.3692704493815657,0.008704060966160521,-0.34248424129878896,-0.19090241448982978,-0.3064676833805322,0.0,0,0
17,-0.644303859008417,0.13521225282399432,-0.44561022143633816,0.3781291116810755,0.010818208082516977,-0.2542861175590773,-0.11389878446825476,-0.531976699316942,0.0,0,0
18,-0.05355911879021195,0.06513913786063498,-0.42738264529166303,0.3145187455155455,0.012474857188172768,-0.2360037124583033,-0.10019693526417467,-0.4223294741213809,0.0,0,0
19,-0.07185645584098399,0.06530463188518601,-0.5200273140553335,0.3166388762795428,0.011791393474775676,-0.249830240882095,-0.1117990488514975,-0.40379987143180474,0.0,0,0
20,-0.5172907206563064,0.14757884519165215,-0.49515354461451183,0.39087084090226515,0.011391218842126289,-0.2921991986751246,-0.14544770454117764,-0.47322723633356467,0.0,0,0
21,0.1337665840352486,0.049015885882543485,-0.5379218045014186,0.2964300523531003,0.015187287752276955,-0.20760101507525466,-0.07570537880250854,-0.5634276828163073,0.0,0,0
22,-0.5419375930532556,0.13768198383823532,-0.4635402155020055,0.3732144735003549,0.016473033475776083,-0.17226192249402555,-0.04806836630004265,-0.4284984034058261,0.0,0,0
23,-0.20663231584464864,0.11291139644514403,-0.3290186748545341,0.35140589053021143,0.020073585671511462,-0.22369684575905024,-0.09133325456680785,-0.3509701793074517,0.0,0,0
24,-0.6978849602360849,0.17435065553934917,-0.45291238358070945,0.3787916831790063,0.02244400419476645,0.01891480418316162,0.10726474018391509,-0.4757181749904396,0.9982819926304792,0,0
25,-0.035486826115212304,0.14336979956277246,-0.378692781532736,0.3276079313034842,0.023532020072856586,0.07772581769878334,0.1542253562824175,-0.29896536570333,0.0,0,0
26,0.0,0.09379605869991,-0.45648691378422435,0.28129898421792143,0.02275627149326843,0.04457380794246474,0.1262209661627753,-0.2231312958350571,0.0,0,0
27,-0.18662673830677193,0.1332306655668933,-0.4007984436667229,0.3383117056574434,0.023299305151491357,-0.014038351556395717,0.07971056068338347,-0.31917762350239043,0.0,0,0
28,-0.09038332813320048,0.09406786528844185,-0.38485120571894976,0.2735876423260322,0.022539707107487175,0.06897409057528431,0.14365119219428904,-0.11727325031280333,0.0,0,0
29,-0.644303859008417,0.1717774296581976,-0.4598875580327113,0.3876033879333988,0.0010826156137794282,-0.0019579662552794757,0.08690333252484717,-0.17537881272379494,0.0,0,0
30,-0.2682595948826655,0.10901562861440595,-0.36226331920486937,0.3217536574035212,-0.004756927556653971,0.009662926895379788,0.09650643345682514,-0.17600418602127038,0.0,0,0
31,-0.3544073987702252,0.12511809206404254,-0.4493903355584546,0.3242701105794327,-0.003132801749157464,0.07245270590013313,0.14706514604818907,-0.1338122262716919,0.0,0,0
32,0.10149139724421619,0.14472766915604823,-0.30271260891135804,0.3511841734484934,0.0014723931002095085,0.04452301837148051,0.12598498435507324,-0.2123232758394259,0.0,0,0
33,-0.20663231584464864,0.16716092537803415,-0.2485926455648057,0.3927910789548863,0.006901112401105151,-0.09466606311399861,0.01277024864080656,-0.26111166059298097,0.0,0,0
34,-0.33242561325971964,-0.013587243324258421,-0.3630131399926266,0.23290779096340597,0.008006615991303824,-0.18805361870767962,-0.06606333613834625,-0.21398831345131447,0.0,0,0
35,-0.2893580959577343,-0.06147357559474627,-0.3767051574729515,0.1821603493524858,0.0010120228111588864,-0.18267688709968669,-0.06880531551026864,-0.10776813970241406,0.0,0,0
36,-0.3544073987702252,-0.06436447773742615,-0.41163541185176367,0.17031596752191577,-0.0055456332459296875,-0.14614564294666835,-0.03742599975593039,-0.10834670502947352,0.0,0,0
